,PropertyName,Address,Price,No_Bedrooms,No_Bathrooms,Floorsize,Property_Type,Tenure,PSF,link,Latitude,Longitude,District,State
504,Kiara Residence 2,"Jalan 3/155A, Bukit OUG, Bukit Jalil, Bukit Jalil, Kuala Lumpur",680000,4,3,1460,Condominium,Leasehold,465.75,https://www.propertyguru.com.my/propertylisting/kiararesidence2forsalebyjaneshoo31688526,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
505,Casa Green @ Bukit Jalil,"Jalan 5/155, Bukit Jalil, Kuala Lumpur",525000,3,3,1003,Condominium,Leasehold,523.43,https://www.propertyguru.com.my/propertylisting/casagreenbukitjalilforsalebyboeylau35128790,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
506,Solaris Dutamas Designer Suites," Jalan Dutamas 1, Kuala Lumpur, Mont Kiara, Kuala Lumpur",615000,1,1,672,Condominium,Freehold,915.18,https://www.propertyguru.com.my/propertylisting/solarisdutamasdesignersuitesforsalebymichelletang35754505,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
507,Alila Bangsar,"58 Jalan Ang Seng, Bangsar, Kuala Lumpur",850000,2,2,838,Condominium,Freehold,1014.32,https://www.propertyguru.com.my/propertylisting/alilabangsarforsalebyselvam36581921,3.13083,101.66944,Bangsar, Kuala Lumpur
508,The Z Residence,"Jalan 5/155, Taman Industri Bukit OUG, Bukit Jalil, Bukit Jalil, Kuala Lumpur",750000,3,2,1407,Condominium,Freehold,533.05,https://www.propertyguru.com.my/propertylisting/thezresidenceforsalebyboeylau35404705,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
509,Tiara Mutiara,"Jalan Puchong Off Jalan Klang Lama, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",350000,3,2,882,Condominium,Freehold,396.83,https://www.propertyguru.com.my/propertylisting/tiaramutiaraforsalebyboeylau36044384,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
510,Tiara Mutiara,"Jalan Puchong Off Jalan Klang Lama, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",340000,3,2,882,Condominium,Freehold,385.49,https://www.propertyguru.com.my/propertylisting/tiaramutiaraforsalebyboeylau36044338,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
511,Winner Court B," Jalan 2/125, Taman Desa, Kuala Lumpur",280000,3,2,830,Condominium,Leasehold,337.35,https://www.propertyguru.com.my/propertylisting/winnercourtbforsalebyfiona35995302,3.1030637,101.6850208,Taman Desa, Kuala Lumpur
512,Riana Green East," Jalan 34/26,, Wangsa Maju, Kuala Lumpur",1150000,4,3,1909,Condominium,Leasehold,602.41,https://www.propertyguru.com.my/propertylisting/rianagreeneastforsalebynoorisharis36494197,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
513,Inwood Residences @ Pantai Sentral Park,"1 Jalan Pantai Murni, Pantai Hill Park, Bangsar South, Kuala Lumpur",950000,3,2,1235,Condominium,Leasehold,769.23,https://www.propertyguru.com.my/propertylisting/inwoodresidencespantaisentralparkforsalebyconnielu33497808,3.1129733,101.6667294,Bangsar South, Kuala Lumpur
514,Aster Residence Cheras,"Jalan Cheras Hartamas, Taman Connaught, Cheras, Kuala Lumpur",250000,2,2,700,New Project,Unknown,357.14,https://www.propertyguru.com.my/propertylisting/asterresidencecherasforsalebyrogerer36517430,3.0991919,101.7374229,Cheras, Kuala Lumpur
515,Platinum Mira Residences,"sunway velocity, Taman Maluri, Cheras, Kuala Lumpur",450000,3,2,850,Condominium,Freehold,529.41,https://www.propertyguru.com.my/propertylisting/platinummiraresidencesforsalebyrogerer35197773,3.0991919,101.7374229,Cheras, Kuala Lumpur
516,Kinrara Mas Condominium," Jalan Kinrara 1 / Jalan Mas, Bukit Jalil, Kuala Lumpur",360000,3,2,1091,Condominium,Freehold,329.97,https://www.propertyguru.com.my/propertylisting/kinraramascondominiumforsalebyvernicechew36674806,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
517,Casa Green @ Bukit Jalil,"Jalan 5/155, Bukit Jalil, Kuala Lumpur",490000,3,3,1003,Condominium,Leasehold,488.53,https://www.propertyguru.com.my/propertylisting/casagreenbukitjalilforsalebyboeylau36675443,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
518,THE FENNEL AT SENTUL EAST,"No. 2 Residensi Fennel Sentul,Jalan Amra,Sentul Selatan, Sentul, Kuala Lumpur",910000,4,4,1488,Condominium,Freehold,611.56,https://www.propertyguru.com.my/propertylisting/thefennelatsentuleastforsalebycalvinfong33022394,3.1786181,101.6954775,Sentul, Kuala Lumpur
519,One Central Park @ Desa ParkCity,"One Central Park Persiaran Residen, Desa ParkCity, Kuala Lumpur",1650000,3,2,1377,Condominium,Freehold,1198.26,https://www.propertyguru.com.my/propertylisting/onecentralparkdesaparkcityforsalebycarolyong36675159,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
520,Danau Impian Kondominium," Jalan 2/109F, Taman Danau Desa, Old Klang Road (Jalan Klang Lama), Kuala Lumpur",330000,3,2,918,Condominium,Leasehold,359.48,https://www.propertyguru.com.my/propertylisting/danauimpiankondominiumforsalebywilsontan36409895,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
521,Awana Puri Condominiums," Jalan 15/119, Taman Mutiara Barat, Cheras, Kuala Lumpur",515000,3,2,1185,Condominium,Freehold,434.6,https://www.propertyguru.com.my/propertylisting/awanapuricondominiumsforsalebybryanbeh36675064,3.0991919,101.7374229,Cheras, Kuala Lumpur
522,UNIO Residence,"Jalan Kepong, Jinjang, Kepong, Kuala Lumpur",580000,2,2,866,New Project,Unknown,669.75,https://www.propertyguru.com.my/propertylisting/unioresidenceforsalebytommyliew36104838,3.2140294,101.634842,Kepong, Kuala Lumpur
523,Glenview Villa," Jalan 49, Taman Mawar, Cheras, Kuala Lumpur",415000,3,2,1142,Condominium,Leasehold,363.4,https://www.propertyguru.com.my/propertylisting/glenviewvillaforsalebybryanbeh36674672,3.0991919,101.7374229,Cheras, Kuala Lumpur
524,Westside III,"Jalan Residen Utama, Desa Parkcity, Kuala Lumpur, Desa ParkCity, Kuala Lumpur",1900000,5,4,1798,Condominium,Freehold,1056.73,https://www.propertyguru.com.my/propertylisting/westsideiiiforsalebycarolyong36485206,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
525,The Goodwood Residence,"Jalan Pantai Permai, Bangsar South, Kuala Lumpur",895000,4,3,1281,New Project,Unknown,698.67,https://www.propertyguru.com.my/propertylisting/thegoodwoodresidenceforsalebyfrancessia36358853,3.1129733,101.6667294,Bangsar South, Kuala Lumpur
526,The Goodwood Residence,"Jalan Pantai Permai, Bangsar South, Kuala Lumpur",895000,4,3,1281,New Project,Unknown,698.67,https://www.propertyguru.com.my/propertylisting/thegoodwoodresidenceforsalebyfrancessia36409935,3.1129733,101.6667294,Bangsar South, Kuala Lumpur
527,Westside III,"Jalan Residen Utama, Desa Parkcity, Kuala Lumpur, Desa ParkCity, Kuala Lumpur",1250000,3,2,1583,Condominium,Freehold,789.64,https://www.propertyguru.com.my/propertylisting/westsideiiiforsalebycarolyong36490588,3.1863832,101.6318156,Desa ParkCity, Kuala Lumpur
528,Desa Petaling,"Taman Desa Petaling, Desa Petaling, Kuala Lumpur",270000,3,2,800,Apartment,Freehold,337.5,https://www.propertyguru.com.my/propertylisting/desapetalingforsalebyjamessavarinathan31414479,3.0841851,101.7035521,Desa Petaling, Kuala Lumpur
529,Waltz Residences,"1 Taman Overseas Union, Jalan Awan Besar, Taman OUG, Kuchai Lama, Kuala Lumpur",1165000,4,4,1690,Condominium,Freehold,689.35,https://www.propertyguru.com.my/propertylisting/waltzresidencesforsalebyrhythmchong30521912,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
530,Waltz Residences,"1 Taman Overseas Union, Jalan Awan Besar, Taman OUG, Kuchai Lama, Kuala Lumpur",681000,3,2,960,Condominium,Freehold,709.38,https://www.propertyguru.com.my/propertylisting/waltzresidencesforsalebyrhythmchong30061872,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
531,Mont Kiara Astana," Jalan Kiara 2, Mont Kiara, Kuala Lumpur",750000,3,2,1390,Condominium,Freehold,539.57,https://www.propertyguru.com.my/propertylisting/montkiaraastanaforsalebyashleyhaw36669391,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
532,TTDI Residence Condominium," Jalan Wan Kadir 3, Taman Tun Dr Ismail, Kuala Lumpur",2500000,6,8,3441,Condominium,Freehold,726.53,https://www.propertyguru.com.my/propertylisting/ttdiresidencecondominiumforsalebylisalow34863493,3.1508079,101.6249189,Taman Tun Dr Ismail, Kuala Lumpur
533,The Loft (Bangsar),"Jalan Penaga, Bukit Bandaraya, Bukit Bandaraya, Bangsar, Kuala Lumpur",3200000,5,4,3349,Condominium,Freehold,955.51,https://www.propertyguru.com.my/propertylisting/theloftbangsarforsalebydavidyong36611452,3.13083,101.66944,Bangsar, Kuala Lumpur
534,Platinum OUG Residence,"No. 2, Jalan Jalil Muhibbah, Kg Muhibah, Bukit Jalil, Kuala Lumpur",520000,3,3,1250,Condominium,Leasehold,416,https://www.propertyguru.com.my/propertylisting/platinumougresidenceforsalebymelvintan36460669,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
535,Scenaria @ North Kiara Hills,"Jalan 6/38a Off Jalan Segambut, Taman Sri Sinar, Segambut, Segambut, Kuala Lumpur",598000,3,2,1019,Condominium,Freehold,586.85,https://www.propertyguru.com.my/propertylisting/scenarianorthkiarahillsforsalebychaoxiang36449503,3.1864418,101.6641964,Segambut, Kuala Lumpur
536,Eko Cheras Mall Loft @ Duplex Condo,"Taman Shamelin Perkasa, Cheras, Kuala Lumpur",415000,3,2,1020,Condominium,Freehold,406.86,https://www.propertyguru.com.my/propertylisting/ekocherasmallloftduplexcondoforsalebyernest36654199,3.0991919,101.7374229,Cheras, Kuala Lumpur
537,18 Madge,"18 Jalan Madge, Ampang Hilir, Kuala Lumpur",2848421,4,4,2690,New Project,Unknown,1058.89,https://www.propertyguru.com.my/propertylisting/18madgeforsalebyfrancateh36673513,3.1585208,101.7401858,Ampang Hilir, Kuala Lumpur
538,Rafflesia Sentul Condominium,"Jalan 1/48A Bandar Baru Sentul, Sentul, Kuala Lumpur",480000,3,2,901,Condominium,Leasehold,532.74,https://www.propertyguru.com.my/propertylisting/rafflesiasentulcondominiumforsalebyyentow35447110,3.1786181,101.6954775,Sentul, Kuala Lumpur
539,Avilla Apartment," Jalan Bangau 10, Bandar Puchong Jaya, Puchong, Kuala Lumpur",450000,3,2,968,Apartment,Freehold,464.88,https://www.propertyguru.com.my/propertylisting/avillaapartmentforsalebythomaschoo36483128,3.0640269,101.6498472,Puchong, Kuala Lumpur
540,Scenaria @ North Kiara Hills,"Jalan 6/38a Off Jalan Segambut, Taman Sri Sinar, Segambut, Segambut, Kuala Lumpur",700000,4,3,1262,Condominium,Freehold,554.68,https://www.propertyguru.com.my/propertylisting/scenarianorthkiarahillsforsalebychaoxiang35789949,3.1864418,101.6641964,Segambut, Kuala Lumpur
541,28 Mont Kiara,"32 Jalan Kiara, Mont Kiara, Kuala Lumpur",2300000,4,3,3000,Condominium,Freehold,766.67,https://www.propertyguru.com.my/propertylisting/28montkiaraforsalebyyoongcf36673135,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
542,Villa Crystal,"Jalan 6/38a Taman Sri Sinar, Segambut, Kuala Lumpur",598888,3,3,1155,Condominium,Freehold,518.52,https://www.propertyguru.com.my/propertylisting/villacrystalforsalebychaoxiang35945307,3.1864418,101.6641964,Segambut, Kuala Lumpur
543,Kuchai Avenue," Jalan 2/116b, Kuchai Lama, Kuala Lumpur",390000,3,2,935,Apartment,Freehold,417.11,https://www.propertyguru.com.my/propertylisting/kuchaiavenueforsalebydanielwu36406646,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
544,The Address @ Taman Desa,"Jalan Desa Bakti, Old Klang Road (Taman Desa), Taman Desa, Kuala Lumpur",738000,3,3,1118,New Project,Unknown,660.11,https://www.propertyguru.com.my/propertylisting/theaddresstamandesaforsalebyjackyong34693745,3.1030637,101.6850208,Taman Desa, Kuala Lumpur
545,Arunya @ KL North,"Jalan 11/32, Pudu, Kuala Lumpur",480000,2,2,840,New Project,Unknown,571.43,https://www.propertyguru.com.my/propertylisting/arunyaklnorthforsalebyjackyong34593325,3.13493065,101.712024,Pudu, Kuala Lumpur
546,Kenny Hills Residence,"Jalan Tun Ismail Off Jalan Tunku, Bukit Tunku (Kenny Hills), Kenny Hills (Bukit Tunku), Bukit Tunku, Kuala Lumpur",4450000,6,6,6738,Condominium,Freehold,660.43,https://www.propertyguru.com.my/propertylisting/kennyhillsresidenceforsalebyjameslaw33526446,3.1665811,101.6806678,Bukit Tunku, Kuala Lumpur
547,Sri Kinabalu," Jalan 4/27E, Seksyen 10, Wangsa Maju, Setapak, Kuala Lumpur",450000,4,2,1206,Apartment,Leasehold,373.13,https://www.propertyguru.com.my/propertylisting/srikinabaluforsalebynoorisharis36672424,3.1975774,101.7139655,Setapak, Kuala Lumpur
548,The Reach @ Titiwangsa,"Jalan Tembaga Off Jalan Pahang, Titiwangsa, Kuala Lumpur",730000,3,3,1368,Condominium,Freehold,533.63,https://www.propertyguru.com.my/propertylisting/thereachtitiwangsaforsalebyhewsonoh33839424,3.17401135,101.6956176,Titiwangsa, Kuala Lumpur
549,"ARIA Luxury Residence, KLCC"," Jalan Tun Razak, Kuala Lumpur Kuala Lumpur, KLCC, KL City, Kuala Lumpur",1550000,2,2,1159,Condominium,Freehold,1337.36,https://www.propertyguru.com.my/propertylisting/arialuxuryresidenceklccforsalebynicholasloo32734996,47.3776542,8.538495,KL City, Kuala Lumpur
550,Sunway Mont Residences,"Mont Residences Jalan Kiara 5,, Mont Kiara, Kuala Lumpur",1250000,3,3,1365,Condominium,Freehold,915.75,https://www.propertyguru.com.my/propertylisting/sunwaymontresidencesforsalebycindyng36136434,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
551,Sunway Mont Residences,"Mont Residences Jalan Kiara 5,, Mont Kiara, Kuala Lumpur",1080000,2,2,1122,Condominium,Freehold,962.57,https://www.propertyguru.com.my/propertylisting/sunwaymontresidencesforsalebycindyng32132321,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
552,28 Mont Kiara,"32 Jalan Kiara, Mont Kiara, Kuala Lumpur",1850000,3,4,2535,Condominium,Freehold,729.78,https://www.propertyguru.com.my/propertylisting/28montkiaraforsalebycindyng35917810,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
553,Sunway Mont Residences,"Mont Residences Jalan Kiara 5,, Mont Kiara, Kuala Lumpur",995000,2,2,1122,Condominium,Freehold,886.81,https://www.propertyguru.com.my/propertylisting/sunwaymontresidencesforsalebycindyng30972117,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
554,Residensi 22 @ Mont Kiara,"Residensi 22 Jalan Kiara 3, Mont Kiara, Kuala Lumpur",3100000,4,5,3041,Condominium,Freehold,1019.4,https://www.propertyguru.com.my/propertylisting/residensi22montkiaraforsalebycindyng32199270,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
555,Residensi 22 @ Mont Kiara,"Residensi 22 Jalan Kiara 3, Mont Kiara, Kuala Lumpur",2850000,4,5,2973,Condominium,Freehold,958.63,https://www.propertyguru.com.my/propertylisting/residensi22montkiaraforsalebycindyng32796275,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
556,Good Deal  Cash Back 70k Bangsar South Area / 0% D/P [Free Fully Furnish],"Kerinchi, Bangsar South, Kuala Lumpur",408000,3,2,1200,Condominium,Freehold,340,https://www.propertyguru.com.my/propertylisting/gooddealcashback70kbangsarsoutharea0dpfreefullyfurnishforsalebywendyong36298159,3.1129733,101.6667294,Bangsar South, Kuala Lumpur
557,Changkat View Condominium,"18 Jalan Dutamas Raya, Sri Hartamas, Kuala Lumpur",458000,3,2,1100,Condominium,Freehold,416.36,https://www.propertyguru.com.my/propertylisting/changkatviewcondominiumforsalebybenmok33678982,3.1560721,101.6464064,Sri Hartamas, Kuala Lumpur
558,Damansara Seresta,"Persiaran Meranti, Bandar Sri Menjalara, Bandar Menjalara, Kuala Lumpur",1220000,4,3,1475,New Project,Unknown,827.12,https://www.propertyguru.com.my/propertylisting/damansaraserestaforsalebymkwong36620176,3.1941339,101.6272283,Bandar Menjalara, Kuala Lumpur
559,Mutiara Villa (Bukit Bintang)," Jalan Tingkat Tong Shin, Bukit Bintang, KL City, Kuala Lumpur",3300000,6,6,10000,Condominium,Freehold,330,https://www.propertyguru.com.my/propertylisting/mutiaravillabukitbintangforsalebyvanessang36212276,47.3776542,8.538495,KL City, Kuala Lumpur
560,Scenaria @ North Kiara Hills,"Jalan 6/38a Off Jalan Segambut, Taman Sri Sinar, Segambut, Segambut, Kuala Lumpur",630000,3,2,1019,Condominium,Freehold,618.25,https://www.propertyguru.com.my/propertylisting/scenarianorthkiarahillsforsalebyhannathiang34960847,3.1864418,101.6641964,Segambut, Kuala Lumpur
561,Scenaria @ North Kiara Hills,"Jalan 6/38a Off Jalan Segambut, Taman Sri Sinar, Segambut, Segambut, Kuala Lumpur",700000,4,3,1250,Condominium,Freehold,560,https://www.propertyguru.com.my/propertylisting/scenarianorthkiarahillsforsalebyhannathiang35949155,3.1864418,101.6641964,Segambut, Kuala Lumpur
562,Scenaria @ North Kiara Hills,"Jalan 6/38a Off Jalan Segambut, Taman Sri Sinar, Segambut, Segambut, Kuala Lumpur",750000,4,3,1250,Condominium,Freehold,600,https://www.propertyguru.com.my/propertylisting/scenarianorthkiarahillsforsalebyhannathiang36509901,3.1864418,101.6641964,Segambut, Kuala Lumpur
563,Suasana Lumayan,"Jalan Tasik Permaisuri 2, Bandar Tun Razak, Cheras, Cheras, Kuala Lumpur",480000,4,2,1142,Condominium,Leasehold,420.32,https://www.propertyguru.com.my/propertylisting/suasanalumayanforsalebynoorisharis36668919,3.0991919,101.7374229,Cheras, Kuala Lumpur
564,The Z Residence,"Jalan 5/155, Taman Industri Bukit OUG, Bukit Jalil, Bukit Jalil, Kuala Lumpur",620000,3,2,1232,Condominium,Freehold,503.25,https://www.propertyguru.com.my/propertylisting/thezresidenceforsalebylionghan36118815,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
565,The Henge Kepong,"The Henge Jalan Metro Perdana Barat, Taman Usahawan Kepong, Kepong, Kuala Lumpur",648000,4,2,1300,Condominium,Leasehold,498.46,https://www.propertyguru.com.my/propertylisting/thehengekepongforsalebyscyap35874104,3.2140294,101.634842,Kepong, Kuala Lumpur
566,Pangsapuri Bukit Baru," Jalan Keramat Hujung, Keramat, Kuala Lumpur",220000,3,2,722,Condominium,Freehold,304.71,https://www.propertyguru.com.my/propertylisting/pangsapuribukitbaruforsalebyfatinhanani36667010,3.1769852,101.7493586,Keramat, Kuala Lumpur
567,Desa Putra (Wangsa Maju),"Jalan 58/26, Wangsa Maju, Kuala Lumpur",580000,4,2,1292,Condominium,Leasehold,448.92,https://www.propertyguru.com.my/propertylisting/desaputrawangsamajuforsalebymnazrin36621337,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
568,Gaya Bangsar Condominium,"No. 1 Jalan Bangsar Utama 1, Bangsar, Kuala Lumpur",570000,1,1,784,Condominium,Leasehold,727.04,https://www.propertyguru.com.my/propertylisting/gayabangsarcondominiumforsalebynicoleooi36316410,3.13083,101.66944,Bangsar, Kuala Lumpur
569,Mas Kiara Residences," Sungai Penchala, Sungai Penchala, Kuala Lumpur",595000,3,2,1281,Condominium,Freehold,464.48,https://www.propertyguru.com.my/propertylisting/maskiararesidencesforsalebykashfisharifuddin32225653,3.1366648,101.6327888,Sungai Penchala, Kuala Lumpur
570,The Forum,"Jalan Tun Razak, Imbi, Wilayah Persekutuan, KL City, Kuala Lumpur",715000,5,3,1435,Condominium,Freehold,498.26,https://www.propertyguru.com.my/propertylisting/theforumforsalebyezreena36561951,47.3776542,8.538495,KL City, Kuala Lumpur
571,Suria Jelatek Residence," Jalan Jelatek, Ampang Hilir, Jalan Ampang, KL City, Kuala Lumpur",585000,3,2,1421,Condominium,Leasehold,411.68,https://www.propertyguru.com.my/propertylisting/suriajelatekresidenceforsalebyezreena36586688,47.3776542,8.538495,KL City, Kuala Lumpur
572,Prisma Perdana," Jalan Midah 8A, Taman Midah, Cheras, Kuala Lumpur",318000,3,2,817,Apartment,Freehold,389.23,https://www.propertyguru.com.my/propertylisting/prismaperdanaforsalebyvincentyong36665344,3.0991919,101.7374229,Cheras, Kuala Lumpur
573,Concerto North Kiara,"Lot PT 25954 Jalan Dutamas Raya, Dutamas, Mont Kiara, Kuala Lumpur",1100000,4,4,1875,Condominium,Freehold,586.67,https://www.propertyguru.com.my/propertylisting/concertonorthkiaraforsalebyvictorcheong32300150,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
574,Seri Riana Residence,"Jln Wangsa Delima 7 Off Jalan Wangsa Perdana 1, Wangsa Maju, Wangsa Maju, Kuala Lumpur",1100000,4,4,1967,Condominium,Leasehold,559.23,https://www.propertyguru.com.my/propertylisting/seririanaresidenceforsalebyfredericklim35585634,3.20568905,101.7319923,Wangsa Maju, Kuala Lumpur
575,Arena Green," Jalan 1/115a, Bukit Jalil, Kuala Lumpur",410000,3,3,1028,Condominium,Freehold,398.83,https://www.propertyguru.com.my/propertylisting/arenagreenforsalebylisa35265360,3.0533462,101.6802937,Bukit Jalil, Kuala Lumpur
576,Bam Villa," Jalan Pria, Taman Maluri, Cheras, Kuala Lumpur",360000,3,2,1280,Condominium,Leasehold,281.25,https://www.propertyguru.com.my/propertylisting/bamvillaforsalebyoscaryap36664976,3.0991919,101.7374229,Cheras, Kuala Lumpur
577,Villa Orkid Condominium @ Prima Pelangi,"Persiaran Prima Pelangi, Bukit Prima Pelangi, Segambut, Segambut, Kuala Lumpur",715000,4,3,1893,Condominium,Freehold,377.71,https://www.propertyguru.com.my/propertylisting/villaorkidcondominiumprimapelangiforsalebykenlooi35572958,3.1864418,101.6641964,Segambut, Kuala Lumpur
578,Villa Orkid Condominium @ Prima Pelangi,"Persiaran Prima Pelangi, Bukit Prima Pelangi, Segambut, Segambut, Kuala Lumpur",640000,4,4,1643,Condominium,Freehold,389.53,https://www.propertyguru.com.my/propertylisting/villaorkidcondominiumprimapelangiforsalebykenlooi31569680,3.1864418,101.6641964,Segambut, Kuala Lumpur
579,Quadro Residences," Persiaran KLCC, OFF Jalan Kia Peng, KLCC, KL City, Kuala Lumpur",1750000,4,3,1591,Condominium,Freehold,1099.94,https://www.propertyguru.com.my/propertylisting/quadroresidencesforsalebybensonchong34591796,47.3776542,8.538495,KL City, Kuala Lumpur
580,Quadro Residences," Persiaran KLCC, OFF Jalan Kia Peng, KLCC, KL City, Kuala Lumpur",2360000,5,5,2343,Condominium,Freehold,1007.26,https://www.propertyguru.com.my/propertylisting/quadroresidencesforsalebybensonchong34382916,47.3776542,8.538495,KL City, Kuala Lumpur
581,Verve Suites @ Mont Kiara,"5 Jalan Kiara 5, Mont Kiara, Mont Kiara, Kuala Lumpur",750000,2,2,826,Condominium,Freehold,907.99,https://www.propertyguru.com.my/propertylisting/vervesuitesmontkiaraforsalebyleejunshen35105569,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
582,Verve Suites @ Mont Kiara,"5 Jalan Kiara 5, Mont Kiara, Mont Kiara, Kuala Lumpur",850000,2,2,932,Condominium,Freehold,912.02,https://www.propertyguru.com.my/propertylisting/vervesuitesmontkiaraforsalebyleejunshen32444718,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
583,Verve Suites @ Mont Kiara,"5 Jalan Kiara 5, Mont Kiara, Mont Kiara, Kuala Lumpur",950000,2,2,926,Condominium,Freehold,1025.92,https://www.propertyguru.com.my/propertylisting/vervesuitesmontkiaraforsalebyleejunshen36618444,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
584,Parkview Service Apartment,"No. 5 Changkat Perak Off Lorong Perak, KLCC, KL City, Kuala Lumpur",556000,1,1,570,Apartment,Freehold,975.44,https://www.propertyguru.com.my/propertylisting/parkviewserviceapartmentforsalebysivapillai33955504,47.3776542,8.538495,KL City, Kuala Lumpur
585,Cascadium," Jalan Penaga, Bukit Bandaraya, Bangsar, Kuala Lumpur",1470000,2,2,1703,Condominium,Freehold,863.18,https://www.propertyguru.com.my/propertylisting/cascadiumforsalebysivapillai34002348,3.13083,101.66944,Bangsar, Kuala Lumpur
586,Marc Residence," Jalan Pinang, KL City, Kuala Lumpur",1880000,4,3,1333,Condominium,Freehold,1410.35,https://www.propertyguru.com.my/propertylisting/marcresidenceforsalebysivapillai34713096,47.3776542,8.538495,KL City, Kuala Lumpur
587,J. Satine,"PT5701 (Lot 27211), Jalan Kilang Tiga, Setapak, Kuala Lumpur",299800,3,2,800,New Project,Unknown,374.75,https://www.propertyguru.com.my/propertylisting/jsatineforsalebywiliamteng36324384,3.1975774,101.7139655,Setapak, Kuala Lumpur
588,Pavilion Hilltop @ Mont Kiara,"Lot 67209 Jalan Cangkat Duta Kiara Off Jalan Duta Kiara, Puncak Kiara, Mont Kiara, Kuala Lumpur",1560000,4,4,1496,Condominium,Freehold,1042.78,https://www.propertyguru.com.my/propertylisting/pavilionhilltopmontkiaraforsalebyvincentlau32788028,3.1699988,101.6521467,Mont Kiara, Kuala Lumpur
589,Lakeville Residence,"Jalan Sibu Off Jalan Ipoh, Taman Wahyu, Jalan Ipoh, KL City, Kuala Lumpur",530000,3,2,976,Condominium,Leasehold,543.03,https://www.propertyguru.com.my/propertylisting/lakevilleresidenceforsalebyeliseleoon36663918,47.3776542,8.538495,KL City, Kuala Lumpur
590,Marc Residence," Jalan Pinang, KL City, Kuala Lumpur",1390000,2,2,907,Condominium,Freehold,1532.52,https://www.propertyguru.com.my/propertylisting/marcresidenceforsalebyterencewang36424072,47.3776542,8.538495,KL City, Kuala Lumpur
591,Scenaria @ North Kiara Hills,"Jalan 6/38a Off Jalan Segambut, Taman Sri Sinar, Segambut, Segambut, Kuala Lumpur",585000,3,2,1019,Condominium,Freehold,574.09,https://www.propertyguru.com.my/propertylisting/scenarianorthkiarahillsforsalebychaolim35943845,3.1864418,101.6641964,Segambut, Kuala Lumpur
592,The Harmony @ Old Klang Road,"Old Klang Road (Jalan Klang Lama), Kuala Lumpur",480000,3,2,1033,New Project,Unknown,464.67,https://www.propertyguru.com.my/propertylisting/theharmonyoldklangroadforsalebytwlun34929540,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
593,The Harmony @ Old Klang Road,"Old Klang Road (Jalan Klang Lama), Kuala Lumpur",480000,3,2,1033,New Project,Unknown,464.67,https://www.propertyguru.com.my/propertylisting/theharmonyoldklangroadforsalebytwlun35502569,3.0982804,101.6762084,Old Klang Road (Jalan Klang Lama), Kuala Lumpur
594,M Oscar,"No. 6 Jalan Senang Ria, Taman Gembira, Old Klang Road (Kuchai Lama), Kuchai Lama, Kuala Lumpur",757000,4,3,1198,New Project,Unknown,631.89,https://www.propertyguru.com.my/propertylisting/moscarforsalebytwlun35066771,3.0894376,101.6846759,Kuchai Lama, Kuala Lumpur
595,Platinum Splendor Residensi Semarak,"Jalan Semarak, Kampung Padang Tembak, Bukit Keramat, Keramat, Kuala Lumpur",460000,3,2,926,Condominium,Leasehold,496.76,https://www.propertyguru.com.my/propertylisting/platinumsplendorresidensisemarakforsalebymohdyazid36662424,3.1769852,101.7493586,Keramat, Kuala Lumpur
